Author	Contribution Entry	Column	Year	Issue
Šťastny, A. J.	1233 James Jones: From Here to Eternity. Román. Recenze s ukázkami. 1/2, str. 211-239. - Fotografie J. Jonese. Fotografie obálky recenzované knihy.		1956	2
Šťastny, A. J.	1234 O dvou humoristických románech. (Mac Hyman: No Time for Sergeants - William Brinkley: Don't Go Near the Water). Recenze s ukázkami. 4/2, str. 211-223.		1959	2
Šťastny, A. J.	1235 talářovaná kniha. (O osudech rukopisu knihy úvah, které napsal ústřední tajemník KS USA Ben Davis ve vězení a který mu byl při propuštění zadržen.) 6/6, str. 233-234.		1961	6
Štech, Václav Vilém	1236 Jan Vermeer van De/ft ... (Životopisná stať.) Ukázky z díla J. Vermeera van Delfta. 5/2, str. 21, 91, 234, obálka s. 3.		1960	2
Štolba, Zdeněk	1237 Wanda Wasi/ewska : Pfseň nad vodami I-Ill. (Plamen na močálech - Hvězdy v jezeře - ~eky planou.) Recenze románu. 1/1, str. 253-255.		1956	
Štutova, S.	1238 Nad mapou naší literatury. Z ruštiny přeložili DZ(= Ludmila Dušková a Jan Zábrana). 1/5, str.169-178.	Russian	1956	5
Šukšin, Vasilij	1239 Sťopka - Had( jed. (Povídky.) Z ruštiny přeložila Vlasta Tofelová. Úryvek z autorovy stati o literární práci vybrala a poznámkou opatřila -Id-(= Ludmila Dušková). 10/4, str. 42-54.	Russian	1965	4
Šumanovié, Sova	1240 Reprodukce obrazu „Dfvka se sklenicí''. 3/3, str. 29.		1958	3
Švec, Vasyl Nad A/tou ... - Nemysli si ... (Básně.) Viz zázn. 1131.				
Švédskó	1241 Švédská lyrika ve Finsku. Bósně E. Sčdergranové Den chladne a E. Diktonia Madona přeložil František Branislav, ostatní Karel Tahal. Úvodní stať napsaly Julie Ritterová a Eva Švecová. 4/2, str. 102-107. Edith SOdergranová: Den chladne, Měsíc - Elmer Diktonius: Jaguár, Madona, Objímám tě - R. R. Eklund: Vrchol léta - Kerstin S0derholmová: Básník, Bezejmenní - Th. Warburton: Jednoho dne- Henry Parland : Grimasy- Peter Sandelin: Dálka, Vybereš si ptáky, Někdo jde kolem - Christer Kihlman: Návrat.		1959	2
Tablada, José Juan Ráno na kohout{m dvorku. (Báseň.) Viz zázn. 912.				
Tóhá Husajn Dny. Recenze s ukázkami. Viz zázn. 956.				
Tahmiščié, Husein	1242 Všechny naše skutečnosti. (Básně.) Ze srbocharvátštiny přeložil Josef Hanzlík za jazykové spolupráce Jaroslavy Janoušové. Poznámku o autorovi napsala Jaroslava Janoušová. 10/5, str. 1-10. - Fotografie autora. Mofnost půlnoci - Poslední dopis příteli - Žíznivý kámen na prameni - Krajina I-Krajina li-Krajina 111- Romance moi'e - Vysoký červený měsíc - Zpráva milenců - Osudnost slov - Po• lykači ohně.	Serbocroatian	1965	5
Takeda, Taidžun	1243 Světélkujfcf mech. (Novela.) Z japonštiny přeložila a poznámku o autorovi napsala Vlasta Winkelhčferovó. Ilustroval Mikuláš Medek. 9/5, str. 82-104. - Fotografie autora.	Japanese	1964	5
Tanskó, Nataša• Válek, Jan	1244 Osudy americké tefevizn{ hry v letech 1948-1958. Při překladu citací z komentářú Paddyho Chayefskyho spolupracoval Antonín Líman. 5/2, str. 129-133.		1960	2
Tarasenko, Natalja Nikolajevna	1245 Vzdálená příbuzná. (Povídka.) Z ruštiny přeložili Jana Moravcová a Bohumil Neumann. Ilustroval Zdeněk Kirchner. 5/3, str. 53-57. - Předchází úvod Ludmily Duškové Na cestě k umění.	Russian	1960	3
Taufer, Jiří	1246 Čím větší je v básníkovi kultura ... (Citát.) 6/1, str. 212.		1961	1
Taufer, Jiří	1247 Dostojevský kdysi řekl ... (Citát.) 6/1, str. 72.		1961	1
Taufer, Jiří	1248 Lidé obdivuji vděčně Mičurina ... - Nejen ti, kteří se snaží zaklít poezii ... - Jako nám žádný básník ... (Citáty.) 6/1, str. 193.		1961	1
Taufer, Jiří	1249 Možnd že je dosti začfnajfdch bdsn(kó ... - Nesmfme nikdy vymezovat, ... (Citáty.) 6/1, str. 169.		1961	1
Taufer, Jiří	1250 Nahlédneme-li třeba do pracf liji Erenburga za celé uplynulé obdob( vdlky ... (Citát.) 6/1, str. 97.		1961	1
Taufer, Jiří	1251 O bdsnfkovi, který pořdd začínd znovu. (O sovětském básníku Michailovi Lukoninovi.) 9/2, str. 120-125. - Fotografie básníka. Následují Lukoninovy básně.		1964	2
Taufer, Jiří	1252 Právem se o Neumannovi mluv( jako o vzoru socialistického básníka ... (Citát.) 6/1, str. 228.		1961	1
Taufer, Jiří	1253 Spisovatel je př/liš veřejně činným občanem, než aby se mohl krýt politickou negramotnosti. (Citát.) 6/1, str. 79.		1961	1
Taufer, Jiří	1254 Stdlo by jednou za to .. . (Citát.) 6/1, str. 196.		1961	1
Teige, Karel	"1255 Buržoazní „osvobozen("" umění znamend ve skutečnosti degradaci uměleckého dfla na zbožf na trhu. (Citát.) 2/3, str. 185."		1957	3
Teigová, Helena	1256 Jan Parandowski: Alchymie slova. Tajemství řemesla. Recenze s ukázkami. 2/5, str. 205-217.		1957	5
Teitelboim, Volodia	1257 Cesta mé generace ke skutečnosti. (Studie o současné chilské literatuře s ukázkami.) Ze španělštiny přeložila Ada Veselá. Ukázky přeložili Ivan Slavík a Josef Forbelský. 5/5, str. 132-148. Ukázky: Vicente Huidobro: Pomník moři, Eifelovka - Gabriela Mistr:ilová: Věci , Smutek, Žena. (Básně .) Tejera, Nivaria	Ulice - Temnými ulicemi vdlky. (Básně .) Viz zázn. 850.	Ulice - Temnými ulicemi vdlky. (Básně .) Viz zázn. 850.	Ulice - Temnými ulicemi vdlky. (Básně .) Viz zázn. 850.
Terrés, Jaime García	Mladší bratříček. (Báseň.) Viz zázn. 912.			
Testori, Giovanni	1258 Zázrak z Roseria. (Novela.) Z italštiny přeložil a úvodní slovo o autorovi napsal Vladimír Horáček. Ilustroval Jan Kubíček. 9/4, str. 24-62. - Fotografie autora.	Italian	1964	4
Tetované	1259 Tetované srdce. (Ukázky z lidové poezie lndiánú Nového Mexika.) Přeložil Ladislav Novák. Vyzdobeno původními indiánskými motivy. 7 /2, str. 161-167. - Vydavatelská poznámka. Purpurový polibek červánku - Modlitba k bohům plodnosti - Rozkvetlá iuka -Urag<Ín - Smuteční píse~ -Noc lásky- Nářek - Tetované srdce - Malba v písku.			
Thákur, Rabíndranáth	1260 Je pak posláním básníka dávat dech hlasu ... (Citát.) Přeloženo z bengálštiny. 5/1, str. 118.	Bengali	1960	1
Thirard, P. L.	1261 Jak se daří cenzuře? (Kritický článek k zásahům francouzské cenzury v oblasti filmové tvorby.) 5/5, str. 214-215. - Přetištěno z Les Lettres fran~aises č. 827/1960.		1960	5
Thomas, Dylan	1262 Básník je básníkem jen nepatrnou část svého života ... (Citát.) Přeloženo z angličtiny. 2/4, str. 196.	English	1957	4
Thomas, Dylan	1263 Doktor a běsi. (Filmový scénář.) Z angličtiny přeložila Jiřina Hauková. Ilustroval Karel Teissig. 5/2, str. 26-90. - Úvodní poznámka.	English	1960	2
Thomas, Dylan	1264 Nebrat na vědom( d(lo svých současnfkó ... (Citát.) Přeloženo z angličtiny. 2/4, str. 237.	English	1957	4
Thomas, Dylan	1265 Sita, jež zeleným zápalnfčkem květinu žene - Zvláště když říjnový vítr - Hrbáč v parku - Obřad po nepřátelském náletu - Mezi zabitými při nepřátelském náletu byl stoletý muž - Kapradinový vrch. (Básně.) Z angličtiny přeložila Jiřina Hauková. 1/4, str. 1-11. - Poznámka s fotografií autora. Báseň Jacka Lindsaye Poslední slova s Dylanem Thomasem.	English	1956	4
Thórdarson, Thórbergur	"1266 Svatba. (Z autobiografických vzpomínek „Kameny vyprávějí"".) Z islandštiny přeložila Helena Kadečková. 7/3, str. 135-137. 1 obr."	Icelandic	1962	3
Thorez, Maurice	1267 Projev na shromážděn( svolaném Hnutím francouzské komunistické mládeže. Z francouzštiny přeložil A. J. Liehm. 4/6, str. 132-135. - Fotografie M. Thoreze s Louisem Aragonem.	French	1959	6
Thoraz, Paul	Moscou (Moskva). Recenze s ukázkami. Viz zázn. 616.			
Thurzó, Gábor	1268 Amen amen. (Povídka.) Z maďarštiny přeložila H. Vavrušková. Poznámku o autorovi napsal Petr Rákos. 6/4, str. 140, 161-167, 170-173.	Hungarian	1961	4
Tichý, František	1269 Portrét V. (. Lenina. 5/2, str. 1.		1960	2
Togliatti, Palmiro	1270 Nelze se divit, že se za těchto podmínek setkáváme s krizí mladé generace... (Citát.) Přeloženo z italštiny. 6/4, str. 61.	Italian	1961	4
Tolstoj, Aleksej Nikolajevič	"1271 Co je malá povídka. (Úvaha.) Z ruštiny přeložila Jarmila Fromková. 3/2, str. 218-219. - Úvodní poznámka ,.75 let A. N. T."" s fotografií autora."	Russian	1958	2
Tolstoj, Aleksej Nikolajevič	"1272 Ke vzniku románu A. N. Tolstého „Křížová cesta"". Úryvky ze dvou dopisů s komentářem J. A. Krestinského. Z ruštiny přeložila Jiřina Zumrová. 2/5, str. 248-249. Malý rozhovor s Alexejem Nikolajevičem Tolstým. Ukázky :a knihy A. N. Tolstého „O literatuře"", Praha, Čs. spisovatel 1956, spojené textem Z. K. Slabého. Viz zázn. 1160."	Russian	1957	5
Touré, Sékou	1273 Dekolonizace myšlení. (Úvaha.) Z francouzštiny přeložil A. J. Liehm. 6/1, str. 56-64.	French	1961	1
Trakl, Georg	127 4 Pfedměstí ve fohnu - talm - Spánek - Grodek - Na vf• chodě. (Básně.) Z němčiny přeložil Ludvík Kundera. 8/2, str. 162-165.	German	1963	2
Traven, Bruno	1275 Bohyně blesku a hromu. (Povídka.) Z německého originálu přeložil Rudolf Vápeník. Kresba M. Váši.1/5, str. 47-55.		1956	5
Trew, Antony	Two Hours toDarkness. Recenze s ukázkami. Viz zázn. 901.			
Trifonov, Jurij Valentinovič	1276 Cesty v poušti. (Povídky a črty z knihy Na slunci.) Z ruštiny přeložila Jana Kadlecová. Fotografie Miloše Hrbase. 7/1, str. 192-211. - S autobiografickou poznámkou. Fotografie J. Trifonova. Let- Přesýpací hodiny- Brýle- Před pěti lety-Máky-V pa• prscích slunce.	Russian	1962	1
Trifonov, Jurij Valentinovič	1277 Konec žízně. (Román.) Z ruštiny přeložil a poznámku o autorovi napsal Jaroslav Šanda. Ilustroval Čestmír Kafka. 9/3, str. 48-110; 9/4, str. 127-175. - Fotografie autora.	Russian	1964	3
Trifonov, Jurij Valentinovič	1278 Vítěz nad Švédy. (Povídka.) Z ruštiny přeložil Jaroslav	Russian		
Šanda. Ilustroval Karel Vysušil. 5/3, str. 16-22. - Předchází úvod Ludmily Duškové Na cestě k umění.				
Tršar, Drago	"1279 Reprodukce plastiky „Houpačka"" a „Polibek"". 3/3, str, 197, 208."		1958	3
"Trumbo, Dalton Synkopy pro „vlastence"" - Portrét umělce ve stfednlch letech. (Básně.) Viz zázn. 76."				
Tu Fu	1280 Pfed 1250 lety narozen čfnský básnfk Tu Fu. (Ukázky z básnického díla.) Přeložil za jazykové spolupráce Marty Ryšavé Jan Vladislav. Poznámku napsala Marta Ryšavá. 7/6, str. 151-154. Sto veršů žalozpěvu o pouti z hlavnlho města do Feng-Sienu-Na vznosném člunu křivky brv, třpyt zubů, šarlat rtů - Broskvoni - O fenách sblrajlclch klest! - Ves na fece.		1962	6
Tucholsky, Kurt	1281 Defilé. (Prózy.) Z němčiny přeložil A. Rausch. Ilustroval Zdenek Seydl. Úvodní stať napsal Rudolf Toman. 4/4, str. 97-122. Pohádka - Svltlcl lampa - Vedle - Zastávka- Rady špatnému řečn í ku - Buržoazní desatero - Rady dobrému řečníku -Místo v ráji - Clnový vojáček - Muzikál ni - Ústřcdl - Generál v 1a• 16ně - Vybalován I - Lékárny - Nad hrobem Hanse Paasche - Rodina - Co s ním? - Embryo mluv(-Staršf, ne zcelastřfzlivý pá.n - Pomníky - Jednostranní patriarchové - Pan Wendriner hostitel - Nový rok pana Wendrinera - Pan Wendriner vypra• vuje - Pan Wendriner na pohřbu - Pan Wendriner nemůie sp6c - Pan Wendriner pod diktaturou .	German	1959	4
Tuňón, Raúl Gonzáles	1282 Stín daleký a lehký jak jedna zem. (Básně .) Ze španělštiny přeložil a úvodní stať napsal Lumír Čivrný. Ilustroval Karel Černý. 5/6, str. 134-153. Hfbitov tramvaji - Petrolejová lampa- Potulnl zpěváci-Dětskf v ě k tanga-Klinika pro lou t ky-Hudebnl motiv pro hrad skflnku - Věi svatého Karla - Balada o střlbrn é řece Rio de la Plata - Bcíse~ o ostrovech a Aece smrti - Ve Springfieldu, lllinois -Ve stlnu Tichého oceánu - Stín daleký a lehký jak jedna zem ..•	Spanish	1960	6
Tu Pcheng-čcheng	1283 Na křjžovatceživota . (Román.) Z čínštiny přeložila a úvodní stať napsala Daniela Šejnohová. Ilustroval Jaroslav Bejček. 4/5, str. 22-65; 4/6, str. 154-195.	Chinese	1959	5
Tvardovskij, Aleksandr Trifonovič	1284 Kamnáři. (Povídka.) Z ruštiny přeložili Jiří a Marcela Pittermannovi. Úvodní poznámku napsal Miroslav Drozda. 5/2, str. 3--20. - Fotografie autora.	Russian	1960	2
Tvardovskij, Aleksandr Trifonovič	1285 Výňatek z projevu na XX/I. sjezdu KSSS. Přeloženo z ruštiny. 7/1, str. 256. - Fotografie autora.	Russian	1962	1
Tvardovskij, Aleksandr Trifonovič	1286 Za dálkou dálka. Úryvek z poemy. Z ruštiny přeložila Olga Mašková. 6/5, str. 1.	Russian	1961	5
Trumbo, Dalton	"Synkopy pro „vlastence"" - Portrét umělce ve st1ednlch letech. (Básně.) Viz zázn. 76."			
Tu Fu	1280 PFed 1250 lety narozen lfnský básnfk Tu Fu. (Ukázky z básnického díla.) Přeložil za jazykové spolupráce Marty Ryšavé Jan Vladislav. Poznámku napsala Marta Ryšavá. 7/6, str. 151-154. Sto veršů žalozpěvu o pouti z hlavního města do Feng-Sienu-Na vznosném člunu křivky brv, třpyt zubů, šarlat rtů - Broskvoni - O žencích sbírajících klestí - Ves no řece.		1962	6
Tucholsky, Kurt	1281 Defilé. (Prózy.) Z němčiny přeložil A. Rausch. Ilustroval Zdenek Seydl. Úvod ni stať napsal Rudolf Toman. 4/4, str. 97-122. Pohádko - Svíticí lampo - Vedle- Zastávko- Rody špatnému řečníku - Buržoazní desatero - Rady dobrému řečníku -M,sto v ráji - Cínový vojáček - Muzikální - Ústředí - Generál v sa• 16ně - Vybalováni - Lékárny - Nad hrobem Hanse Poasche - Rodina - Co s ním? - Embryo mluv[ - Starší, ne zcela stl'ízlivý pán - Pomníky - Jednostranní patriarchové - Pan Wendriner hostitel - Nový rok pana Wendrinera - Pan Wendriner vypravuje - Pan Wendriner na pohřbu - Pan Wendriner nemůfe spát - Pan Wendriner pod diktaturou.	German	1959	4
Tuiíón, Raúl Gonzáles	1282 St/n daleký a lehký jak jedna zem. (Básně.) Ze španělštiny přeložil a úvodní stať napsal Lumlr tivrný. Ilustroval Karel Černý. 5/6, str. 134-153. Hfbitov tramvají - Petrolejová lampo- Potu Inf zpěváci- Dětskf věk tango- Klinika pro loutky-Hudební motiv pro hrací skřínku - Věž svatého Karla - Balada o stříbrné řece Río de la Plata - Báseň o ostrovech a Aece smrti - Ve Springfieldu, lllinois - Ve stínu Tichého oceánu - Stín daleký a lehký jak jedno zem ..•	Spanish	1960	6
Tu Pcheng-čcheng	1283 Na křižovatce života. (Román.) Z čínštiny přeložila a úvodní stať napsala Daniela Šejnohová. Ilustroval Jaroslav Bejček. 4/5, str. 22-65; 4/6, str. 154-195.	Chinese	1959	5
Tvardovskij, Aleksandr Trifonovič	1284 Kamnáři. (Povídka.) Z ruštiny přeložili Jiří a Marcela Pittermannovi. Úvodní poznámku napsal Miroslav Drozda. 5/2, str. 3-20. - Fotografie autora.	Russian	1960	2
Tvardovskij, Aleksandr Trifonovič	1285 Výňatek z projevu na XX/I. sjezdu KSSS. Přeloženo z ruštiny. 7/1, str. 256. - Fotografie autora.	Russian	1962	1
Tvardovskij, Aleksandr Trifonovič	1286 Za dálkou dálka. Úryvek z poemy. Z ruštiny přeložila Olga Mašková. 6/5, str. 1.	Russian	1961	5
Trumbo, Dalton	"Synkopy pro „vlastence"" - Portrét umělce ve st1ednfch letech. (Básně.) Viz zázn. 76."			
Tu Fu	1280 Pfed 1250 lety narozen lfnský bdsnfk Tu Fu. (Ukázky z básnického díla.) Přeložil za jazykové spolupráce Marty Ryšavé Jan Vladislav. Poznámku napsala Marta Ryšavá. 7/6, str. 151-154. Sto veršů žalozpěvu o pouti z hlavního města do Feng-Sienu-Na vznosném člunu křivky brv. ti'pyt zubů, šarlat rtů - Broskvoně - O fenách sbírajících kfesd - Ves na fece.		1962	6
Tucholsky, Kurt	1281 Defilé. (Prózy.) Z němčiny přeložil A. Rausch. Ilustroval Zdenek Seydl. Úvodní stať napsal Rudolf Toman. 4/4, str. 97-122. Pohádka - Svítící lampa - Vedle - Zastávka - Rady špatnému řečníku - Buržoazní desatero - Rady dobrému řečníku -Místo v ráji - Cínový vojáček - Muzikální - Ústředí - Generál v sa•16ně - Vybalování - Lékárny - Nad hrobem Hanse Paasche - Rodina - Co s ním? - Embryo mluví -Starší, ne zcelastfízlivý pán - Pomníky - Jednostranní patriarchové - Pan Wendriner hostitel - Nový rok pana Wendrinera - Pan Wendriner vypra• vuje - Pan Wendriner na pohřbu - Pan Wendriner nemůie sp6c - Pan Wendriner pod diktaturou.	German	1959	4
Tuňón, Raúl Gonzóles	1282 Stfn daleký a lehký jak jedna zem. (Básně.) Ze španělštiny přeložil a úvodní stať napsal Lumír Čivrný. Ilustroval Karel Černý. 5/6, str. 134-153.	Spanish	1960	6
Hfbitov tramvají - Petrolejová lampa- Potulní zpěváci- Děcskf věk tanga- Klinika pro loutky-Hudební motiv pro hrací skfínku - Věž svatého Karla - Balada o stříbrné řece Río de la Plata - Bó.seri o ostrovech a Aece smrti - Ve Springfieldu, lllinois - Ve stínu Tichého oceánu - Stín daleký a lehký jak jedna zem ...				
Tu Pcheng-čcheng	1283 Na křižovatce života. (Román.) Z čínštiny přeložila a úvodní stať napsala Daniela Šejnohová. Ilustroval Jaroslav Bejček. 4/5, str. 22-65; 4/6, str. 154-195.	Chinese	1959	5
Tvardovskij, Aleksandr Trifonovič	1284 Kamnáfi. (Povídka.) Z ruštiny přeložili Jiří a Marcela Pittermannovi. Úvodní poznámku napsal Miroslav Drozda. 5/2, str. 3-20. - Fotografie autora.	Russian	1960	2
Tvardovskij, Aleksandr Trifonovič	1285 VÝňatek z projevu na XX/I. sjezdu KSSS. Přeloženo z ruštiny. 7/1, str. 256. - Fotografie autora.	Russian	1962	1
Tvardovskij, Aleksandr Trifonovič	1286 Za ddlkou dálka. Úryvek z poemy. Z ruštiny přeložila Olga Mašková. 6/5, str. 1.	Russian	1961	5
Údolí	"1287 Ůdolf tisíce vrch/i. (Výbor z jihoafrických básníků píšících anglicky, afrikaans i v různých jazycích četných národů, pořízený podle anglických textů antologie Roye Macnaba „Poets in South Africa"". Přeložil Stanislav Mareš. 6/1, str. 48-55. - Redakční poznámka se stručnými životopisnými údaji o autorech. Guy Butler: Kapský barevný bud-Roy Campbell: Zulu-H. I. E. Dhlomo: Údolí tisíce vrchů - J. J. R. Jolobe: Thuthu!a - Uys Krige: Setkání - D. J. Opperman: Vánoční koleda - B. W. Vila• kazi: Ve zlatých dolech - David Wright: Ze sedmi jihoafrických bósnf. V."		1961	1
Uhlíi', Kamil	1288 Jorge Luis Borges. (Studie o argentinském básníku.) 9/3, str. 164-170. - Fotografie básníka. Následuji Borgesovy básně a prózy.		1964	3
Umezaki, Haruo	1289 Falešná násada. (Povídka.) Z japonštiny přeložil Miroslav Novák. 7/4, str. 108-114. 2 obr.	Japanese	1962	4
Unik, Pierre	1290 Verše Pierra Unika ze zajet{. Z francouzštiny přeložila Helena Helceletová. Ilustroval Jan Kotík. 5/1,str.8-15. - Fotografie autora. Souběžně otištěna stať Georgese Sadoula Pierre Unik. Písei\ o Francii - Vzdálen od iivých - Růže ěasu - Garten„ strasse - Zdroj světla.	French	1960	1
